year,month,day,week,temp_2,temp_1,average,actual,forecast_noaa,forecast_acc,forecast_under,friend
2005,7,27,Wed,18,53,-12.572784598509411,-1,75,50,98,64
2012,4,25,Sun,-16,52,-5.711863301392096,-15,62,64,93,75
2019,2,16,Sun,56,41,-8.768348300871688,74,58,100,80,82
2014,8,4,Tue,-10,88,-0.870440008654878,-2,17,6,83,65
2002,11,2,Sun,89,22,78.36338453614368,46,65,-7,23,90
2022,5,16,Sun,1,21,55.93625999310966,53,28,75,57,52
2007,6,1,Wed,92,3,41.320490120468726,-11,56,72,70,-3
2019,11,3,Mon,66,-16,68.60315904215321,35,63,3,92,55
2015,7,23,Wed,43,78,96.30807690053453,0,28,43,55,-15
2012,10,11,Tue,-9,47,30.53869257871075,35,58,71,6,70
2017,1,16,Sun,32,78,24.45684505282319,36,50,3,99,87
2009,8,26,Tue,34,85,98.31060124456143,-19,34,97,13,18
2018,4,18,Thu,32,99,73.33097420857656,88,1,-19,-17,90
2016,9,15,Mon,0,56,74.03045838811003,18,22,31,86,-20
2018,1,9,Fri,-2,80,52.59301769766054,40,29,74,87,-6
2022,11,12,Thu,48,75,41.34801990431599,24,63,-9,30,-7
2004,2,29,Sun,67,24,46.62159694006061,73,-2,44,-19,100
2020,6,27,Sat,73,38,58.90229113369708,89,70,39,85,56
2022,11,18,Wed,51,99,25.59756141193897,7,51,37,85,99
2008,10,5,Wed,45,44,74.65766651367123,-3,-3,64,11,64
2011,11,24,Tue,38,42,90.01573417474802,-7,-11,72,-19,25
2020,1,29,Sat,28,100,49.12532602605057,34,29,73,37,90
2000,4,29,Tue,77,54,26.158550373839475,38,28,21,1,96
2000,8,28,Sat,38,69,64.16636397000804,88,20,-20,-2,20
2014,10,26,Tue,2,46,2.041911055847411,-2,78,1,69,93
2001,5,8,Fri,-18,28,97.1972904356057,83,-6,85,-1,-15
2021,9,3,Fri,35,94,59.616469912407496,79,99,51,79,-1
2015,11,2,Thu,95,56,-11.824184506538218,20,2,-8,-3,47
2007,11,25,Fri,37,11,44.09975865373215,-9,55,57,95,19
2012,6,19,Sat,67,91,70.79123066032093,-1,92,85,29,-2
2020,1,8,Tue,41,29,13.619356934466893,13,6,44,-7,86
2000,6,2,Sat,-3,66,-13.830265624027888,15,-15,75,-1,83
2015,6,19,Thu,40,37,39.18865498589271,0,3,17,24,53
2006,6,1,Thu,90,31,80.86855765930277,35,65,43,67,48
2004,8,30,Sun,16,2,10.435659059356762,62,-12,55,26,-19
2021,6,27,Mon,33,94,66.75858676630405,20,53,31,90,74
2022,5,22,Fri,92,9,29.342672612536347,20,41,90,36,23
2002,11,13,Wed,74,49,-12.784520965276638,22,46,88,10,32
2011,2,23,Wed,57,98,16.779529027001495,85,49,90,31,63
2015,4,20,Mon,44,50,17.98219103745786,78,69,100,79,100
2018,10,17,Tue,-7,90,89.46437934577138,51,88,59,58,-15
2004,5,3,Mon,84,9,98.79152761463668,65,57,67,25,22
2021,10,9,Tue,-16,16,5.3819033532420235,86,79,87,-14,-2
2013,4,5,Fri,74,27,32.09205436645851,17,21,63,28,-3
2004,2,6,Fri,74,11,98.18111793410105,-3,39,86,2,9
2014,7,4,Thu,73,49,29.279447366922355,-13,62,87,72,50
2016,10,17,Thu,79,14,22.249702861794404,98,27,11,20,-4
2013,10,30,Thu,41,75,-6.704336989594514,45,35,6,-17,96
2019,2,21,Thu,-20,55,71.14742465068124,-1,82,77,74,32
2004,1,21,Wed,42,47,34.08767259984044,48,66,40,61,47
2011,5,21,Sun,46,11,57.278217200155666,36,-16,65,88,43
2015,12,16,Thu,-1,38,41.692669490047265,85,87,41,10,-18
2015,1,31,Thu,22,97,1.1189937699976298,73,58,-18,26,4
2020,1,16,Thu,91,14,1.3407452736247585,-3,73,60,79,9
2006,1,22,Tue,86,91,93.71051536434075,87,76,57,-3,15
2003,6,11,Sat,64,-5,87.63181668647887,39,33,70,53,57
2000,9,2,Thu,73,98,53.88671460369193,66,17,82,-14,20
2004,10,17,Mon,21,94,-19.849445422878322,96,-2,63,17,2
2022,11,15,Thu,87,58,32.42877253586006,-19,48,89,24,100
2009,12,18,Thu,73,84,44.181788632242245,21,52,74,7,29
2021,1,29,Wed,48,31,34.381974696008726,43,50,84,38,93
2004,5,10,Sat,53,45,91.979383037879,23,3,10,-3,-5
2003,9,6,Thu,67,-15,-15.055233183515586,30,84,72,74,71
2001,9,21,Sat,88,-7,59.2463492989408,80,97,43,97,55
2019,1,16,Tue,94,84,17.974204236962294,85,59,21,-12,51
2009,8,31,Fri,18,8,47.69672375163772,75,80,37,86,9
2018,1,5,Sat,41,85,59.36599856241375,44,-11,22,-5,39
2000,8,12,Sat,27,5,33.33937912245385,82,64,11,41,84
2004,1,28,Thu,-15,-3,-2.046699543473512,44,0,9,19,40
2012,12,31,Sun,53,90,42.80361369229664,97,90,86,68,93
2003,5,6,Thu,21,-17,92.88769608183627,33,-6,70,80,81
2015,8,14,Thu,37,80,44.84150164584872,92,43,62,73,89
2015,6,26,Wed,22,36,-5.124279646480002,87,-8,40,90,-15
2022,9,23,Sun,97,98,79.72372598469273,74,95,7,37,18
2001,1,16,Fri,-11,32,6.83113134671607,18,93,24,45,-16
2016,9,25,Wed,68,81,24.796254083199607,-13,98,-11,48,-18
2019,1,7,Wed,57,4,31.879612236902076,46,50,-5,85,53
2011,10,2,Wed,90,26,21.103608920124223,90,19,10,73,9
2017,10,6,Sun,18,31,28.938660212605512,55,-13,-11,-2,59
2002,3,9,Tue,-8,72,76.25315593726026,92,86,53,57,-10
2000,1,7,Fri,54,13,7.026440198445826,77,99,71,6,-18
2000,3,2,Tue,18,-5,36.92064571677654,28,84,-9,9,-6
2018,12,19,Tue,-10,80,-17.57896361435357,68,17,76,24,23
2010,11,8,Fri,89,73,41.42757623588699,15,31,7,57,33
2004,2,11,Tue,92,66,-6.485674022047499,-14,-19,-3,10,-20
2011,2,25,Sun,-5,15,14.150549010411979,-6,80,31,15,-8
2002,9,4,Fri,12,7,19.30968071213008,64,1,7,18,42
2000,8,16,Sat,84,44,-10.035332297328885,4,98,7,29,91
2000,1,25,Sat,84,51,23.628505772989428,91,97,86,73,35
2007,12,18,Thu,39,32,40.26494563783016,36,-17,82,17,18
2009,4,13,Wed,75,21,32.16254598062042,17,31,43,90,18
2010,1,27,Sat,38,58,13.931463067754208,16,90,-7,-10,81
2011,1,5,Sat,53,77,15.67745024589042,-5,-14,-13,60,46
2012,12,27,Tue,30,-2,56.66354728144002,-20,-20,73,53,9
2011,12,2,Fri,-6,23,66.92590164660663,26,62,79,-5,87
2013,4,11,Mon,59,9,49.760208878542784,31,37,-18,30,20
2001,2,1,Tue,22,53,98.11875292372281,16,41,53,54,69
2018,3,13,Tue,6,23,94.32976165458345,24,73,-12,18,-10
2017,11,30,Sun,35,96,-8.0852564665053,-7,93,26,71,49
2002,9,5,Fri,100,6,11.626302998953395,36,45,42,64,55
2022,2,18,Mon,92,63,85.07568765736379,13,34,19,71,59
2016,4,14,Mon,39,68,-16.41071478433491,45,96,56,99,97
2007,1,13,Thu,94,52,51.655857161659995,10,-8,65,98,65
2009,2,7,Tue,88,83,95.49444430741869,62,7,100,2,1
2001,5,8,Sun,75,13,62.124838649609245,62,-7,3,89,17
2018,10,18,Wed,49,64,-8.876069256015311,23,-18,50,44,-9
2008,1,7,Sat,26,3,70.48594544619002,2,-5,-8,28,15
2006,11,20,Tue,91,35,25.554644276694688,73,68,-15,40,29
2003,7,17,Wed,79,-14,91.50556734702064,60,25,53,33,-4
2020,4,16,Wed,-13,47,14.644270552320783,45,90,30,-8,83
2017,6,11,Fri,42,30,37.261076177715125,-10,100,39,51,11
2012,8,31,Tue,68,-13,70.33946904774552,28,-18,54,62,24
2010,6,19,Fri,-14,35,11.162336494884975,57,77,8,3,16
2003,2,27,Thu,60,56,1.9956640398936258,84,-18,-5,83,46
2020,1,28,Wed,91,37,-19.672314853909803,37,20,97,28,4
2003,8,1,Mon,73,64,39.04338097241219,100,8,63,16,62
2009,8,21,Wed,-19,78,92.36271411072245,8,19,43,68,80
2004,9,31,Thu,-4,48,14.059948438895645,62,-2,64,86,93
2008,6,29,Wed,100,95,-14.751197981917738,71,-1,34,5,81
2002,12,8,Fri,-17,-13,55.07218513588644,30,0,8,89,84
2016,1,1,Tue,5,45,-13.203440355253473,-20,-1,57,21,28
2002,9,30,Mon,57,3,41.33638037127771,-16,71,34,70,22
2015,12,9,Fri,51,21,26.165094633000507,94,26,39,75,90
2003,3,19,Sat,48,33,37.52628630298625,13,70,20,87,-2
2017,11,21,Tue,-16,-5,-0.3205253489765809,57,23,59,-18,59
2016,6,9,Mon,-16,-17,-9.085572449232437,-2,89,-12,84,5
2006,10,21,Thu,70,38,70.627896207569,67,93,-15,40,76
2022,10,25,Wed,48,73,9.725677967209503,19,68,81,22,-6
2004,11,10,Mon,-18,25,76.85131554730218,60,-19,8,52,32
2011,12,24,Sun,17,73,71.77212112686378,45,96,-3,44,80
2016,9,23,Sat,73,78,4.003843356429272,74,22,3,-3,-1
2022,11,11,Thu,-20,85,89.90315103423096,60,36,30,46,-16
2012,3,1,Tue,-13,-8,-0.4851694378052507,43,67,-4,-7,43
2022,5,20,Sun,-8,16,76.45463557269831,51,76,79,43,27
2002,5,25,Mon,63,33,30.88458020812252,89,-2,0,11,19
2008,10,26,Thu,49,28,2.1449741983886135,-4,69,62,47,3
2016,7,8,Tue,93,92,93.51146931442783,17,43,41,39,49
2016,4,20,Sun,29,54,96.5541558544603,69,25,66,80,-9
2019,11,12,Sun,91,37,41.8761223283071,22,20,70,0,-17
2015,4,1,Fri,-13,-2,36.77011663284276,19,46,96,85,91
2021,7,10,Wed,9,-3,89.00184966696534,24,70,54,6,22
2012,9,4,Thu,92,39,52.13253799065082,19,-7,69,-16,56
2018,11,15,Sun,19,-4,12.190673417445069,50,-1,96,46,31
2016,4,19,Fri,58,-10,31.448868079408314,99,14,33,65,90
2003,4,6,Sat,53,-6,81.15467849552506,67,66,-10,63,0
2011,6,27,Sat,12,51,84.00716018992607,73,4,22,20,48
2008,6,5,Tue,52,87,93.64958922126313,69,-17,65,87,-8
2018,7,5,Sun,92,72,14.879567348485196,9,36,100,-19,-19
2011,1,18,Sun,31,-4,62.27428359309299,14,-19,62,22,87
2008,11,28,Mon,100,69,-11.724953707519656,45,45,-13,-20,-15
2006,3,3,Sun,12,99,67.83422131873695,23,68,2,2,72
2013,9,27,Wed,52,-16,48.147162495535326,-17,90,91,42,2
2019,6,22,Tue,57,40,10.221697263839648,43,66,100,27,78
2018,6,2,Thu,99,-17,59.210461745713815,-16,0,32,4,53
2014,5,31,Sun,75,35,-3.6429656475061414,27,96,66,69,63
2015,11,4,Wed,16,67,20.39056190490669,45,88,19,100,68
2020,3,18,Sun,49,54,28.510545454068186,74,68,-12,46,15
2004,11,9,Fri,48,73,74.03359681662214,6,70,3,74,-11
2002,5,19,Wed,-17,83,17.362901089860493,3,31,55,70,6
2011,1,26,Fri,39,27,-14.066807096839295,35,54,55,56,-14
2019,3,10,Tue,91,27,1.869624019602373,24,57,75,26,29
2020,4,22,Sun,59,14,53.57926883143455,47,60,-19,76,0
2003,5,15,Mon,53,87,-18.154703958819255,7,97,49,68,65
2020,10,1,Sat,10,99,75.8601049447173,-16,-6,-17,98,25
2022,9,29,Wed,74,88,89.03552948138346,70,25,40,35,61
2015,4,11,Mon,-7,12,39.94311058577024,87,94,56,38,-20
2006,3,14,Mon,56,79,65.6232806224492,26,10,43,-5,68
2012,10,31,Sat,39,0,35.98389165205118,-16,41,15,26,34
2020,1,31,Wed,47,81,17.360358636296347,-16,13,20,81,99
2009,10,10,Sun,89,-16,-0.051168180139818276,27,15,82,69,32
2006,6,19,Wed,5,43,42.69763680380203,100,100,17,33,0
2013,7,24,Mon,3,48,92.51663775613989,52,83,61,26,92
2004,10,21,Thu,35,0,87.68663219306562,26,23,-6,31,73
2002,8,16,Thu,-12,68,91.27472184785725,41,42,27,-3,11
2022,12,8,Wed,14,53,96.93598027185861,6,56,76,60,78
2010,1,31,Mon,85,62,0.008315266523677423,-17,98,85,25,90
2010,12,2,Mon,58,11,-2.2704337039822278,28,-3,9,97,-7
2017,4,23,Tue,3,-3,31.759130349792628,67,60,79,68,18
2014,11,25,Mon,10,37,63.406695871912405,70,24,42,5,21
2011,5,7,Sat,62,77,33.20296431581608,44,87,4,-3,4
2008,2,19,Thu,45,91,87.9748788837563,75,18,-17,28,8
2009,1,7,Tue,45,58,66.80497453854485,59,71,-3,44,83
2011,8,15,Sun,20,3,56.710467458990436,66,5,24,89,11
2016,6,8,Sat,15,-16,-11.4044228750079,71,91,99,-14,-10
2005,5,14,Sun,80,32,1.215586725597209,40,57,97,9,7
2006,9,1,Thu,13,97,31.806604263691817,-1,80,76,76,48
2013,11,29,Sat,100,75,98.14134709231651,60,54,63,4,78
2012,11,13,Fri,18,52,20.463452528629475,79,75,85,4,4
2007,2,3,Wed,62,34,56.227030964408684,98,3,64,6,31
2009,10,21,Fri,81,-16,99.65763001715086,88,96,44,14,20
2008,12,28,Wed,2,48,11.947032126851216,-13,37,77,86,30
2017,8,6,Thu,59,20,0.16670981223108683,61,96,52,61,-14
2001,11,19,Thu,89,84,46.10632713821397,-8,74,44,100,12
2004,10,15,Fri,23,77,46.77873725188181,52,83,90,9,21
2004,9,4,Sat,49,-14,91.5482825334794,16,84,6,-7,70
2005,1,21,Sun,37,69,-16.80195848181554,73,29,58,14,87
2018,7,31,Wed,38,-20,29.29270569944282,22,51,67,13,90
2007,8,3,Wed,5,31,17.794127173414573,71,18,39,63,64
2015,3,4,Tue,1,77,49.09739060100972,89,51,38,-6,36
2012,4,5,Mon,88,5,-18.871027061859035,35,90,4,-14,70
2000,3,18,Sat,90,100,66.0387208165364,29,10,13,-8,68
2021,7,26,Sat,67,75,38.68375884165592,61,62,87,79,65
2019,9,25,Tue,89,42,64.78339391223282,-1,15,29,19,-10
2016,3,10,Thu,19,-9,34.18455185120613,27,18,34,39,49
2006,6,8,Fri,64,49,37.3773328163029,79,75,-11,96,46
2012,8,12,Sat,73,63,88.36151709676102,-2,0,73,13,9
2003,6,22,Wed,95,-2,5.518675983562897,48,2,88,-8,71
2003,2,26,Tue,-10,59,6.316136876407285,77,33,84,-17,84
2005,7,27,Fri,96,-17,47.69666800834685,-4,15,37,-8,60
2018,2,3,Sun,-12,75,59.88713722108463,7,-6,68,27,2
2011,2,27,Fri,-9,61,22.917276251339942,15,-19,-18,87,30
2021,2,18,Sat,5,-16,42.86085124510384,17,55,98,-8,77
2006,11,23,Mon,17,100,7.570624656221398,73,81,65,66,64
2009,1,8,Wed,94,33,-3.554814700510775,97,49,83,72,-16
2018,11,26,Fri,-18,93,8.829780658016563,61,89,89,12,29
2006,1,1,Sun,76,49,90.88114016261403,49,17,99,2,23
2002,7,14,Wed,-6,36,77.01997767645506,95,44,67,46,99
2012,12,31,Sat,26,57,-3.0302729423725623,5,81,35,11,-6
2012,5,22,Tue,-16,31,-14.366202960060557,58,29,6,34,89
2017,11,23,Sun,33,92,-8.724618406658779,-20,69,69,-18,-19
2019,3,31,Fri,3,-3,15.505369305126443,60,96,-5,-9,3
2007,1,13,Sun,-10,43,78.17444090608143,74,91,17,35,33
2008,11,25,Sat,100,96,18.88631287946086,-19,66,84,47,-11
2006,10,12,Fri,98,-11,2.4642868554801183,15,-20,32,12,63
2000,6,3,Sun,12,2,27.89677376041307,35,0,47,11,14
2002,11,18,Tue,66,99,-4.98951169670028,14,36,2,-4,20
2012,1,21,Sun,53,94,36.89623821354765,6,-2,62,31,26
2016,9,13,Wed,36,100,61.742052712203076,96,8,35,52,97
2000,2,15,Wed,31,61,24.630682986452477,46,29,58,-16,64
2005,1,10,Fri,43,47,1.006991008826006,35,69,74,0,9
2020,12,1,Sat,22,31,34.83689533464166,25,13,67,-18,72
2005,7,29,Tue,71,75,72.26119712969466,-1,94,54,96,78
2011,6,6,Thu,82,26,-10.732095551421041,-13,60,32,82,94
2012,6,9,Wed,100,49,-11.416608235163176,72,61,53,46,17
2012,5,10,Sun,60,5,18.49139947137349,51,33,51,16,5
2014,11,15,Thu,23,49,30.22138727586899,84,11,46,87,-1
2020,4,9,Sun,69,78,6.193092123135543,93,99,-2,14,15
2015,11,23,Fri,68,84,-16.743813624551553,70,-17,-17,12,43
2021,4,14,Thu,15,22,6.566716671569107,5,9,8,33,22
2020,3,11,Sat,-9,48,32.679754496725316,82,74,24,-18,19
2010,10,7,Sun,35,42,-10.389291323217137,53,-3,84,27,-3
2004,8,31,Sat,-18,57,66.62291126592044,41,48,0,-3,1
2003,7,24,Sun,29,45,46.80420217363786,73,75,33,-18,56
2002,9,26,Thu,8,97,32.56726659609654,12,8,95,72,58
2018,1,30,Sat,87,94,42.76413302875857,40,-9,88,80,-5
2019,7,2,Wed,99,83,59.35252382406074,79,-6,52,-16,68
2017,10,14,Fri,67,42,100.37061919492879,-1,58,31,-12,-18
2014,4,6,Thu,62,-8,73.78952756751555,47,78,94,55,48
2008,7,5,Sun,56,30,45.38393643751603,66,32,91,-5,6
2016,12,5,Wed,-5,-16,73.23458959930213,8,14,-3,70,82
2013,1,29,Sun,19,26,37.502131546811256,25,86,62,52,76
2014,5,19,Thu,6,15,17.61995303009411,75,31,-4,29,19
2000,3,19,Sun,49,15,11.697314615648303,16,32,23,97,81
2020,5,6,Wed,21,29,28.3369925291394,80,-7,86,36,-17
2021,4,28,Sat,36,35,-19.72372367630128,94,82,3,36,22
2021,2,26,Sat,-11,-2,1.4116651962540843,69,-3,92,86,81
2002,11,29,Fri,17,-1,-4.689465266387327,32,17,-15,65,93
2015,4,10,Sun,-13,1,96.20138518797542,-16,65,74,-4,31
2022,3,23,Sat,-3,10,-12.153413304224326,67,17,6,44,99
2010,1,14,Tue,75,84,40.61770567097754,86,34,26,36,31
2011,12,17,Wed,-4,90,91.2858696796477,45,-10,77,42,96
2009,10,30,Wed,37,41,53.50994648168164,-6,46,25,46,45
2015,8,3,Thu,85,23,39.92755843880133,25,32,70,-16,41
2007,5,28,Fri,45,47,69.90219982121867,89,57,70,1,62
2005,4,1,Mon,23,46,22.75841028567301,83,23,14,-20,42
2011,10,10,Sat,63,80,3.4394472793817528,95,4,36,26,30
2020,12,3,Mon,53,68,82.521177561946,36,41,-9,28,43
2007,5,5,Tue,-12,28,-13.153558763994603,-13,-7,8,-17,61
2003,4,25,Fri,27,80,77.743072679521,16,26,36,1,35
2007,3,19,Wed,18,38,-7.492703115523552,80,74,49,67,-10
2017,5,10,Mon,84,-17,55.69371322674405,36,68,34,34,14
2004,4,30,Tue,68,96,37.722726767222596,-7,34,16,11,-10
2008,1,26,Fri,68,18,100.82348156057176,-16,84,50,89,12
2003,12,25,Tue,67,-14,26.93841382238518,52,62,49,45,45
2021,3,16,Sat,-15,50,95.83169044758021,65,-9,32,79,99
2016,10,1,Mon,9,28,28.857440978169627,22,-14,62,48,-20
2008,10,6,Thu,53,68,62.48575940085219,28,28,-7,99,12
2000,8,9,Thu,82,-6,57.883013530272635,87,-7,93,50,56
2020,7,28,Fri,74,-14,-9.539313819717746,23,8,0,79,6
2019,2,5,Tue,-3,26,69.94726402613249,35,26,57,83,44
2012,1,27,Wed,22,95,5.24878089152271,27,-7,83,86,85
2015,3,14,Mon,12,47,27.0013544481978,9,66,-7,-13,72
2012,5,10,Thu,32,77,74.64629039983687,12,30,32,15,24
2013,10,2,Thu,35,97,94.26195608835349,93,94,94,86,83
2002,11,5,Tue,-2,24,47.736242401045644,81,-7,75,-9,65
2005,12,1,Thu,66,87,42.8455246232432,16,66,69,7,82
2017,1,25,Sun,48,85,41.09573343445167,29,-13,46,-19,63
2018,3,10,Tue,5,-2,78.80432821979042,88,56,58,90,23
2004,3,29,Mon,8,26,100.16704566928308,81,79,64,57,19
2014,5,26,Tue,3,92,56.66451629714473,-14,87,73,-2,24
2001,3,25,Thu,-15,32,25.81331360449021,46,44,27,64,-19
2009,9,22,Tue,33,81,6.458382040353456,22,16,100,73,20
2017,1,27,Thu,18,6,4.057365673860719,19,69,90,28,31
2012,4,9,Sat,98,-16,83.5942711941251,11,47,57,91,-4
2004,10,30,Fri,-17,96,100.07459898805479,79,-5,90,16,29
2022,10,3,Thu,37,39,64.45684329092683,85,68,35,31,99
2000,4,15,Sun,27,56,95.65530286384224,84,62,18,64,91
2021,1,4,Sun,39,41,22.34945951288254,34,-1,80,71,20
2000,2,13,Sun,85,38,55.93902324595007,88,69,20,39,-16
2017,11,6,Sun,5,89,41.913830982368346,62,94,27,76,31
2014,1,20,Thu,58,40,38.324197101324515,74,75,7,21,27
2016,6,17,Thu,56,35,56.517209975410836,73,46,-19,-14,69
2010,3,23,Fri,19,57,17.550996552831684,90,91,1,21,-8
2020,7,5,Sat,65,73,57.515302985660654,80,50,98,36,34
2021,5,30,Wed,56,26,61.41624533356952,68,11,50,-5,13
2016,9,15,Thu,35,27,81.16971331363419,56,48,87,80,34
2012,7,8,Wed,18,-11,68.38825163273006,55,64,75,94,73
2000,4,25,Mon,60,11,18.69271003813634,-12,9,40,4,23
2001,5,5,Sat,79,44,34.54680389883302,99,-1,59,17,20
2008,5,24,Tue,18,3,-5.434272743654324,83,37,15,23,-19
2002,11,13,Wed,27,8,11.132590652274672,-12,8,45,17,55
2000,5,1,Sun,4,86,43.03435225293887,43,3,60,85,35
2020,10,1,Sat,13,-14,-7.807945515392502,96,-20,28,85,65
2015,9,7,Mon,0,74,49.04336179176805,24,86,-18,24,81
2022,10,31,Sat,4,-4,27.22377735524792,70,68,91,94,-8
2005,3,22,Tue,68,73,-15.793280671126144,40,6,2,9,27
2016,6,5,Thu,1,4,32.56819367490141,84,68,38,60,95
2004,8,14,Thu,2,71,14.017961350346894,74,0,80,-5,68
2004,11,15,Sun,4,15,-11.895737722877485,49,-4,82,-17,19
2005,9,21,Thu,57,40,15.497753228778677,72,71,7,73,82
2002,7,30,Fri,57,50,15.585509970852485,73,11,88,63,39
2020,12,25,Fri,5,14,22.963914143134545,17,23,84,14,90
2022,3,17,Fri,83,99,24.34347127021482,54,93,51,40,16
2004,1,24,Sun,9,63,32.00235207937755,85,77,12,-16,0
2020,4,18,Fri,69,57,-8.873066545328694,25,1,47,88,-3
2004,6,7,Mon,17,93,-19.361388344741055,49,21,96,57,96
2009,3,22,Sun,65,29,69.05688175115989,82,100,50,20,62
2009,1,26,Sat,82,35,20.818920380683693,84,62,-10,20,56
2018,6,18,Mon,82,73,54.247024830352004,43,41,83,83,34
2016,1,28,Thu,13,99,17.151213211915483,74,27,-13,7,68
2020,9,29,Tue,68,44,99.0866681939618,14,-13,-1,-11,59
2013,11,19,Fri,79,81,18.16638922232122,-9,-19,41,97,88
2008,12,20,Sat,56,20,53.21037270502215,27,-16,22,31,42
2013,1,7,Tue,72,4,6.6165210824650345,42,7,82,73,72
2000,6,8,Sun,85,13,42.65408778361146,24,-17,71,93,39
2018,1,13,Sun,52,-13,50.09902760710807,-15,32,54,11,25
2012,12,27,Mon,-6,35,2.1217087965243024,24,79,93,55,-5
2012,7,18,Fri,74,63,-5.0376957895420915,69,-20,100,24,65
2003,3,24,Sun,23,9,97.80575610771767,80,58,65,-5,23
2000,6,11,Mon,70,47,88.08538145156807,11,56,79,69,-9
2016,7,9,Mon,74,0,59.86812298069505,47,74,49,43,86
2007,1,23,Wed,-11,70,84.1875668218858,83,60,-14,14,43
2001,1,1,Sat,94,-11,-8.437194867552625,-18,-15,-11,84,69
2007,5,22,Mon,96,66,68.25452604666481,-19,67,19,59,7
2006,6,8,Thu,16,12,14.558125788520442,-1,34,-17,-4,34
2001,9,21,Sun,-14,54,45.278676154786666,62,31,52,91,7
2021,1,12,Mon,11,84,72.54248412461469,18,56,81,66,66
2021,4,31,Fri,95,62,-15.949001052562975,-9,64,92,21,82
2002,10,2,Sun,-10,54,64.07541991298174,40,3,-2,1,73
2017,8,15,Sun,27,-17,32.61888164725165,15,41,89,29,79
2011,10,21,Thu,88,2,33.20041749725206,85,97,76,0,17
2000,9,24,Mon,71,48,89.78065010799773,71,35,17,77,34
2021,3,18,Thu,47,32,84.02810269749024,-12,65,1,25,-7
2011,11,17,Mon,27,92,-13.038416884508411,23,72,82,36,10
2004,2,15,Sat,24,93,54.81616713904694,54,3,-20,-16,42
2016,4,20,Thu,74,-16,32.737385922677205,32,87,92,81,25
2015,2,20,Tue,72,-3,-5.744449818076877,9,55,32,31,55
2014,1,9,Wed,12,-4,82.97721774089815,94,-1,0,10,90
2022,12,3,Thu,97,37,-11.347160161227965,45,85,92,12,54
2014,3,20,Fri,-17,46,-16.116215172703996,17,13,-14,26,-17
2004,7,19,Wed,26,86,3.8993803343494555,17,-6,89,-18,68
2020,1,18,Wed,69,92,16.708890048611174,12,30,-14,32,86
2013,2,20,Mon,32,51,-12.633425931279287,50,96,65,62,68
2001,1,30,Thu,10,35,57.59868655149711,87,-17,56,35,87
2010,8,8,Sat,10,19,32.89515292596767,64,32,2,-3,-1
2018,5,1,Sun,6,66,29.874852254716544,34,-7,39,7,51
2006,8,24,Wed,68,66,-2.4137711906677097,55,44,65,-6,3
2005,3,24,Fri,27,-19,32.97247912010925,95,12,69,29,61
2001,12,15,Sat,15,100,27.2100792815243,64,29,-3,12,17
2005,7,19,Sat,28,82,26.420769110468726,2,90,96,7,52
2017,8,30,Fri,10,0,6.446608436480659,49,86,50,25,3
2001,6,26,Sun,86,31,-8.573082490130949,-7,42,45,92,92
2017,7,10,Fri,100,3,11.54565969410358,75,29,32,95,48
2014,12,12,Mon,80,32,60.73968995175356,28,72,-2,51,27
2018,2,28,Tue,88,17,-11.176264151135923,92,99,43,99,24
2001,8,6,Sun,23,-1,26.26125739061493,93,53,-7,83,56
2019,5,29,Thu,38,29,42.23952390651466,24,15,4,92,0
2005,7,13,Wed,2,18,96.54136932528165,56,57,12,73,52
2000,1,4,Thu,78,39,82.1028252541421,6,65,27,-20,45
2014,5,13,Sat,47,93,90.91021326032305,54,93,18,50,32
2022,1,17,Wed,71,70,79.22018652087412,75,76,91,34,91
2009,12,30,Sun,21,87,51.28286399315512,46,71,63,37,44
2018,8,1,Mon,84,18,84.1552033483735,28,50,87,57,-13
2016,4,5,Thu,21,50,48.39494156658331,-19,79,-16,0,67
2004,4,28,Mon,-8,12,23.287507158064592,73,79,92,35,13
2003,2,24,Mon,-20,8,25.053382074918737,39,29,0,49,-11
2009,5,17,Sun,55,53,48.42086731132049,45,20,38,-4,88
2016,1,18,Thu,86,-11,77.94219434987181,82,77,99,57,-20
2009,9,7,Thu,32,55,-3.828024726420672,38,80,56,-14,14
2016,5,16,Sun,19,46,-15.248908424596925,72,49,-7,58,84
2019,6,8,Sun,69,-18,75.53780376480067,39,78,42,51,98
2004,2,12,Wed,98,56,58.35864037608788,1,6,33,39,34
2001,10,14,Sat,25,88,79.37854700830519,68,9,59,99,5
2005,10,19,Sat,89,10,98.17785976614705,85,11,24,27,47
2020,1,11,Sun,95,6,10.418675381832177,25,62,93,-11,74
2001,4,12,Fri,66,49,3.5093290170452534,32,1,29,72,-16
2012,7,13,Mon,92,6,21.25840423531534,-2,64,20,20,66
2010,6,8,Sat,1,78,86.23343816369848,28,48,71,-2,77
2010,10,1,Tue,100,90,-18.310371977469565,59,0,-20,41,58
2015,1,9,Sun,94,-12,-18.72559669511821,-4,84,-19,45,46
2010,1,28,Sun,31,96,6.231152816174639,93,35,51,-13,-2
2018,8,2,Wed,99,-15,25.48587178374636,6,63,-8,9,22
2014,4,14,Sun,7,-15,16.583876686126835,86,81,81,86,18
2022,5,13,Wed,32,83,79.81505897575818,-2,10,-2,15,82
2022,7,16,Fri,96,5,63.456408663245725,86,80,30,29,6
2015,8,2,Fri,42,22,81.3778755124263,85,38,100,61,1
