Filial,Cidade,Sexo,Categoria,Tipo Cliente,Tipo Promoção,Vendas,Quantidade,Data,Semana,Mês,Ano,Preço Unitário,Preço Unitário com Desconto,Valor Total
Filial C,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,88,4,2021-07-29,30,7,2021,55,44.0,176.0
Filial D,Boa Vista,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,52,1,2021-07-30,30,7,2021,10,10.0,10.0
Filial B,Palmas,M,Informática,Pessoa Física,Promoção C,62,13,2021-07-31,30,7,2021,175,122.49999999999999,1592.4999999999998
Filial E,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,58,18,2021-08-01,30,8,2021,111,88.80000000000001,1598.4
Filial B,Macapá,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,52,9,2021-08-02,31,8,2021,44,44.0,396.0
Filial E,Rio Branco,F,Móveis,Pessoa Física,Sem Promoção,12,9,2021-08-03,31,8,2021,63,63.0,567.0
Filial E,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,39,9,2021-08-04,31,8,2021,33,33.0,297.0
Filial D,Manaus,M,Ar condicionado,Pessoa Jurídica,Promoção A,2,10,2021-08-05,31,8,2021,165,148.5,1485.0
Filial B,Belém,F,Ar condicionado,Pessoa Jurídica,Promoção B,3,2,2021-08-06,31,8,2021,31,24.8,49.6
Filial D,Manaus,M,Ar condicionado,Pessoa Jurídica,Promoção C,56,6,2021-08-07,31,8,2021,25,17.5,105.0
Filial D,Rio Branco,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,81,15,2021-08-08,31,8,2021,22,19.8,297.0
Filial B,Rio Branco,M,Informática,Pessoa Física,Promoção B,59,3,2021-08-09,32,8,2021,109,87.2,261.6
Filial A,Boa Vista,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,2,11,2021-08-10,32,8,2021,109,76.3,839.3
Filial A,Palmas,F,Informática,Pessoa Jurídica,Promoção A,2,6,2021-08-11,32,8,2021,71,63.9,383.4
Filial D,Macapá,M,Eletro-eletrônicos,Pessoa Física,Promoção C,92,3,2021-08-12,32,8,2021,180,125.99999999999999,377.99999999999994
Filial C,Macapá,F,Informática,Pessoa Física,Promoção A,54,11,2021-08-13,32,8,2021,96,86.4,950.4000000000001
Filial D,Belém,F,Eletro-eletrônicos,Pessoa Física,Promoção C,87,15,2021-08-14,32,8,2021,87,60.9,913.5
Filial D,Palmas,F,Ar condicionado,Pessoa Física,Promoção C,96,13,2021-08-15,32,8,2021,169,118.3,1537.8999999999999
Filial D,Belém,F,Informática,Pessoa Física,Promoção C,97,10,2021-08-16,33,8,2021,76,53.199999999999996,532.0
Filial A,Palmas,F,Ar condicionado,Pessoa Jurídica,Promoção C,1,6,2021-08-17,33,8,2021,100,70.0,420.0
Filial A,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção B,19,15,2021-08-18,33,8,2021,194,155.20000000000002,2328.0000000000005
Filial A,Palmas,F,Informática,Pessoa Física,Promoção B,2,18,2021-08-19,33,8,2021,186,148.8,2678.4
Filial D,Boa Vista,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,53,18,2021-08-20,33,8,2021,42,42.0,756.0
Filial C,Rio Branco,F,Ar condicionado,Pessoa Jurídica,Promoção A,44,7,2021-08-21,33,8,2021,124,111.60000000000001,781.2
Filial A,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Promoção A,90,15,2021-08-22,33,8,2021,28,25.2,378.0
Filial B,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,32,18,2021-08-23,34,8,2021,173,138.4,2491.2000000000003
Filial B,Rio Branco,M,Informática,Pessoa Jurídica,Promoção C,70,18,2021-08-24,34,8,2021,133,93.1,1675.8
Filial B,Boa Vista,F,Informática,Pessoa Física,Sem Promoção,32,9,2021-08-25,34,8,2021,152,152.0,1368.0
Filial E,Manaus,M,Móveis,Pessoa Jurídica,Promoção B,68,2,2021-08-26,34,8,2021,129,103.2,206.4
Filial D,Macapá,M,Ar condicionado,Pessoa Física,Promoção B,55,8,2021-08-27,34,8,2021,106,84.80000000000001,678.4000000000001
Filial B,Manaus,M,Ar condicionado,Pessoa Física,Sem Promoção,75,2,2021-08-28,34,8,2021,33,33.0,66.0
Filial D,Rio Branco,M,Eletro-eletrônicos,Pessoa Física,Promoção A,56,11,2021-08-29,34,8,2021,36,32.4,356.4
Filial B,Palmas,M,Ar condicionado,Pessoa Jurídica,Promoção C,17,7,2021-08-30,35,8,2021,186,130.2,911.3999999999999
Filial C,Macapá,M,Móveis,Pessoa Física,Promoção B,38,6,2021-08-31,35,8,2021,84,67.2,403.20000000000005
Filial D,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,24,10,2021-09-01,35,9,2021,32,32.0,320.0
Filial B,Boa Vista,M,Informática,Pessoa Jurídica,Promoção A,69,5,2021-09-02,35,9,2021,170,153.0,765.0
Filial A,Palmas,F,Informática,Pessoa Física,Promoção A,98,11,2021-09-03,35,9,2021,50,45.0,495.0
Filial D,Belém,M,Ar condicionado,Pessoa Jurídica,Promoção C,70,1,2021-09-04,35,9,2021,65,45.5,45.5
Filial E,Palmas,M,Informática,Pessoa Jurídica,Promoção B,86,2,2021-09-05,35,9,2021,166,132.8,265.6
Filial A,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção C,11,1,2021-09-06,36,9,2021,168,117.6,117.6
Filial A,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,16,19,2021-09-07,36,9,2021,107,85.60000000000001,1626.4
Filial E,Porto Velho,F,Informática,Pessoa Física,Promoção A,97,2,2021-09-08,36,9,2021,155,139.5,279.0
Filial A,Macapá,F,Ar condicionado,Pessoa Física,Promoção A,73,4,2021-09-09,36,9,2021,15,13.5,54.0
Filial A,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção C,59,12,2021-09-10,36,9,2021,189,132.29999999999998,1587.6
Filial B,Rio Branco,F,Móveis,Pessoa Jurídica,Promoção C,70,18,2021-09-11,36,9,2021,49,34.3,617.4
Filial B,Belém,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,80,1,2021-09-12,36,9,2021,51,40.800000000000004,40.800000000000004
Filial D,Boa Vista,F,Móveis,Pessoa Física,Promoção C,93,1,2021-09-13,37,9,2021,41,28.7,28.7
Filial D,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção A,3,14,2021-09-14,37,9,2021,19,17.1,239.40000000000003
Filial D,Porto Velho,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,20,4,2021-09-15,37,9,2021,78,54.599999999999994,218.39999999999998
Filial B,Palmas,M,Móveis,Pessoa Física,Promoção B,59,5,2021-09-16,37,9,2021,18,14.4,72.0
Filial D,Palmas,F,Eletro-eletrônicos,Pessoa Física,Promoção B,36,11,2021-09-17,37,9,2021,78,62.400000000000006,686.4000000000001
Filial A,Palmas,M,Móveis,Pessoa Jurídica,Promoção B,19,13,2021-09-18,37,9,2021,198,158.4,2059.2000000000003
Filial B,Porto Velho,F,Informática,Pessoa Jurídica,Promoção B,90,16,2021-09-19,37,9,2021,148,118.4,1894.4
Filial D,Manaus,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,67,13,2021-09-20,38,9,2021,108,108.0,1404.0
Filial A,Rio Branco,F,Ar condicionado,Pessoa Jurídica,Promoção A,19,2,2021-09-21,38,9,2021,83,74.7,149.4
Filial D,Belém,M,Ar condicionado,Pessoa Jurídica,Promoção B,20,16,2021-09-22,38,9,2021,112,89.60000000000001,1433.6000000000001
Filial C,Belém,F,Informática,Pessoa Jurídica,Promoção A,96,6,2021-09-23,38,9,2021,132,118.8,712.8
Filial D,Rio Branco,M,Móveis,Pessoa Jurídica,Promoção C,71,14,2021-09-24,38,9,2021,111,77.69999999999999,1087.7999999999997
Filial C,Porto Velho,M,Móveis,Pessoa Jurídica,Promoção B,52,1,2021-09-25,38,9,2021,17,13.600000000000001,13.600000000000001
Filial D,Manaus,M,Ar condicionado,Pessoa Física,Promoção B,33,17,2021-09-26,38,9,2021,186,148.8,2529.6000000000004
Filial E,Belém,F,Informática,Pessoa Jurídica,Promoção B,40,11,2021-09-27,39,9,2021,161,128.8,1416.8000000000002
Filial D,Palmas,F,Eletro-eletrônicos,Pessoa Física,Promoção A,39,19,2021-09-28,39,9,2021,170,153.0,2907.0
Filial B,Porto Velho,M,Informática,Pessoa Física,Promoção C,82,3,2021-09-29,39,9,2021,28,19.599999999999998,58.8
Filial B,Rio Branco,F,Informática,Pessoa Jurídica,Promoção B,1,11,2021-09-30,39,9,2021,11,8.8,96.80000000000001
Filial C,Macapá,F,Móveis,Pessoa Jurídica,Promoção A,11,5,2021-10-01,39,10,2021,64,57.6,288.0
Filial B,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção A,92,17,2021-10-02,39,10,2021,148,133.20000000000002,2264.4
Filial A,Palmas,F,Ar condicionado,Pessoa Física,Sem Promoção,57,7,2021-10-03,39,10,2021,26,26.0,182.0
Filial E,Boa Vista,F,Informática,Pessoa Física,Promoção B,89,10,2021-10-04,40,10,2021,179,143.20000000000002,1432.0000000000002
Filial E,Macapá,M,Ar condicionado,Pessoa Física,Promoção C,50,11,2021-10-05,40,10,2021,70,49.0,539.0
Filial A,Belém,F,Informática,Pessoa Jurídica,Sem Promoção,23,3,2021-10-06,40,10,2021,140,140.0,420.0
Filial C,Porto Velho,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,31,10,2021-10-07,40,10,2021,95,76.0,760.0
Filial A,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,94,10,2021-10-08,40,10,2021,44,35.2,352.0
Filial A,Manaus,M,Eletro-eletrônicos,Pessoa Física,Promoção B,42,14,2021-10-09,40,10,2021,112,89.60000000000001,1254.4
Filial E,Palmas,M,Móveis,Pessoa Física,Promoção C,99,12,2021-10-10,40,10,2021,75,52.5,630.0
Filial D,Belém,M,Informática,Pessoa Jurídica,Promoção C,7,15,2021-10-11,41,10,2021,10,7.0,105.0
Filial E,Boa Vista,F,Móveis,Pessoa Física,Promoção B,16,10,2021-10-12,41,10,2021,144,115.2,1152.0
Filial E,Palmas,F,Móveis,Pessoa Jurídica,Promoção A,90,10,2021-10-13,41,10,2021,157,141.3,1413.0
Filial B,Porto Velho,M,Ar condicionado,Pessoa Física,Sem Promoção,60,19,2021-10-14,41,10,2021,180,180.0,3420.0
Filial A,Boa Vista,F,Informática,Pessoa Física,Sem Promoção,2,1,2021-10-15,41,10,2021,128,128.0,128.0
Filial E,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,1,10,2021-10-16,41,10,2021,143,100.1,1001.0
Filial A,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção C,48,2,2021-10-17,41,10,2021,64,44.8,89.6
Filial B,Palmas,M,Móveis,Pessoa Jurídica,Promoção A,12,17,2021-10-18,42,10,2021,109,98.10000000000001,1667.7
Filial A,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção C,69,7,2021-10-19,42,10,2021,30,21.0,147.0
Filial E,Porto Velho,M,Móveis,Pessoa Física,Sem Promoção,37,7,2021-10-20,42,10,2021,60,60.0,420.0
Filial A,Porto Velho,F,Informática,Pessoa Física,Promoção B,32,9,2021-10-21,42,10,2021,183,146.4,1317.6000000000001
Filial B,Manaus,F,Móveis,Pessoa Jurídica,Promoção A,9,2,2021-10-22,42,10,2021,172,154.8,309.6
Filial D,Palmas,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,99,14,2021-10-23,42,10,2021,109,87.2,1220.8
Filial A,Palmas,M,Eletro-eletrônicos,Pessoa Física,Promoção A,19,17,2021-10-24,42,10,2021,17,15.3,260.1
Filial E,Boa Vista,F,Móveis,Pessoa Física,Promoção C,48,1,2021-10-25,43,10,2021,77,53.9,53.9
Filial B,Palmas,M,Informática,Pessoa Jurídica,Sem Promoção,80,9,2021-10-26,43,10,2021,116,116.0,1044.0
Filial E,Macapá,M,Móveis,Pessoa Física,Promoção B,3,19,2021-10-27,43,10,2021,153,122.4,2325.6
Filial E,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Promoção A,20,4,2021-10-28,43,10,2021,76,68.4,273.6
Filial A,Macapá,F,Informática,Pessoa Jurídica,Promoção B,24,8,2021-10-29,43,10,2021,11,8.8,70.4
Filial E,Belém,F,Eletro-eletrônicos,Pessoa Física,Promoção B,54,13,2021-10-30,43,10,2021,10,8.0,104.0
Filial A,Palmas,F,Informática,Pessoa Física,Promoção A,33,4,2021-10-31,43,10,2021,195,175.5,702.0
Filial D,Porto Velho,M,Móveis,Pessoa Jurídica,Sem Promoção,24,9,2021-11-01,44,11,2021,10,10.0,90.0
Filial E,Palmas,M,Informática,Pessoa Jurídica,Promoção A,75,9,2021-11-02,44,11,2021,111,99.9,899.1
Filial E,Boa Vista,F,Ar condicionado,Pessoa Física,Promoção C,72,18,2021-11-03,44,11,2021,124,86.8,1562.3999999999999
Filial E,Manaus,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,36,12,2021-11-04,44,11,2021,144,129.6,1555.1999999999998
Filial C,Rio Branco,M,Informática,Pessoa Jurídica,Promoção B,38,10,2021-11-05,44,11,2021,97,77.60000000000001,776.0000000000001
Filial C,Macapá,M,Informática,Pessoa Física,Promoção B,84,11,2021-11-06,44,11,2021,101,80.80000000000001,888.8000000000002
Filial B,Belém,F,Ar condicionado,Pessoa Jurídica,Promoção B,99,7,2021-11-07,44,11,2021,27,21.6,151.20000000000002
Filial C,Macapá,F,Eletro-eletrônicos,Pessoa Física,Promoção A,89,9,2021-11-08,45,11,2021,97,87.3,785.6999999999999
Filial B,Porto Velho,F,Informática,Pessoa Jurídica,Promoção B,99,6,2021-11-09,45,11,2021,169,135.20000000000002,811.2
Filial C,Macapá,M,Móveis,Pessoa Física,Sem Promoção,25,19,2021-11-10,45,11,2021,182,182.0,3458.0
Filial D,Belém,F,Móveis,Pessoa Jurídica,Promoção A,93,16,2021-11-11,45,11,2021,42,37.800000000000004,604.8000000000001
Filial B,Palmas,M,Móveis,Pessoa Física,Promoção B,18,15,2021-11-12,45,11,2021,82,65.60000000000001,984.0000000000001
Filial C,Macapá,F,Informática,Pessoa Física,Sem Promoção,82,7,2021-11-13,45,11,2021,186,186.0,1302.0
Filial D,Macapá,F,Informática,Pessoa Física,Promoção B,66,16,2021-11-14,45,11,2021,170,136.0,2176.0
Filial C,Manaus,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,54,5,2021-11-15,46,11,2021,37,25.9,129.5
Filial A,Rio Branco,M,Móveis,Pessoa Jurídica,Promoção C,35,16,2021-11-16,46,11,2021,96,67.19999999999999,1075.1999999999998
Filial A,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,80,1,2021-11-17,46,11,2021,62,62.0,62.0
Filial D,Belém,F,Informática,Pessoa Jurídica,Promoção C,61,19,2021-11-18,46,11,2021,53,37.099999999999994,704.8999999999999
Filial E,Belém,M,Ar condicionado,Pessoa Jurídica,Promoção C,41,5,2021-11-19,46,11,2021,89,62.3,311.5
Filial E,Porto Velho,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,33,7,2021-11-20,46,11,2021,192,172.8,1209.6000000000001
Filial A,Boa Vista,M,Informática,Pessoa Jurídica,Promoção B,68,19,2021-11-21,46,11,2021,147,117.60000000000001,2234.4
Filial A,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção A,33,5,2021-11-22,47,11,2021,23,20.7,103.5
Filial E,Palmas,F,Eletro-eletrônicos,Pessoa Física,Promoção C,14,17,2021-11-23,47,11,2021,112,78.39999999999999,1332.8
Filial B,Rio Branco,F,Informática,Pessoa Jurídica,Promoção A,21,8,2021-11-24,47,11,2021,45,40.5,324.0
Filial E,Macapá,M,Ar condicionado,Pessoa Física,Promoção B,48,1,2021-11-25,47,11,2021,43,34.4,34.4
Filial C,Manaus,F,Ar condicionado,Pessoa Jurídica,Promoção C,20,2,2021-11-26,47,11,2021,97,67.89999999999999,135.79999999999998
Filial B,Boa Vista,M,Informática,Pessoa Jurídica,Promoção C,8,15,2021-11-27,47,11,2021,155,108.5,1627.5
Filial C,Belém,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,7,18,2021-11-28,47,11,2021,25,25.0,450.0
Filial A,Palmas,F,Móveis,Pessoa Física,Sem Promoção,67,11,2021-11-29,48,11,2021,174,174.0,1914.0
Filial B,Palmas,F,Móveis,Pessoa Física,Promoção B,17,10,2021-11-30,48,11,2021,50,40.0,400.0
Filial C,Rio Branco,M,Eletro-eletrônicos,Pessoa Física,Promoção C,33,4,2021-12-01,48,12,2021,34,23.799999999999997,95.19999999999999
Filial C,Palmas,M,Ar condicionado,Pessoa Jurídica,Promoção C,48,5,2021-12-02,48,12,2021,135,94.5,472.5
Filial B,Palmas,F,Informática,Pessoa Jurídica,Promoção A,76,4,2021-12-03,48,12,2021,17,15.3,61.2
Filial D,Manaus,F,Informática,Pessoa Jurídica,Promoção C,59,13,2021-12-04,48,12,2021,121,84.69999999999999,1101.1
Filial E,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,86,13,2021-12-05,48,12,2021,103,103.0,1339.0
Filial C,Porto Velho,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,22,18,2021-12-06,49,12,2021,93,74.4,1339.2
Filial E,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,30,2,2021-12-07,49,12,2021,155,108.5,217.0
Filial E,Macapá,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,38,16,2021-12-08,49,12,2021,77,77.0,1232.0
Filial A,Porto Velho,M,Móveis,Pessoa Jurídica,Promoção C,51,1,2021-12-09,49,12,2021,185,129.5,129.5
Filial E,Boa Vista,F,Eletro-eletrônicos,Pessoa Física,Promoção A,54,19,2021-12-10,49,12,2021,76,68.4,1299.6000000000001
Filial C,Rio Branco,M,Ar condicionado,Pessoa Física,Sem Promoção,8,9,2021-12-11,49,12,2021,155,155.0,1395.0
Filial A,Boa Vista,F,Móveis,Pessoa Jurídica,Promoção C,27,3,2021-12-12,49,12,2021,120,84.0,252.0
Filial B,Macapá,M,Móveis,Pessoa Física,Promoção A,27,7,2021-12-13,50,12,2021,27,24.3,170.1
Filial C,Porto Velho,F,Informática,Pessoa Jurídica,Promoção C,98,10,2021-12-14,50,12,2021,65,45.5,455.0
Filial A,Macapá,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,21,1,2021-12-15,50,12,2021,160,112.0,112.0
Filial A,Belém,M,Móveis,Pessoa Física,Sem Promoção,30,10,2021-12-16,50,12,2021,44,44.0,440.0
Filial E,Boa Vista,F,Móveis,Pessoa Física,Promoção A,97,9,2021-12-17,50,12,2021,143,128.70000000000002,1158.3000000000002
Filial B,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção C,28,15,2021-12-18,50,12,2021,127,88.89999999999999,1333.4999999999998
Filial C,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção A,64,15,2021-12-19,50,12,2021,35,31.5,472.5
Filial C,Palmas,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,97,3,2021-12-20,51,12,2021,70,70.0,210.0
Filial E,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção B,69,5,2021-12-21,51,12,2021,97,77.60000000000001,388.00000000000006
Filial B,Boa Vista,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,61,9,2021-12-22,51,12,2021,24,24.0,216.0
Filial C,Porto Velho,M,Informática,Pessoa Jurídica,Promoção A,48,9,2021-12-23,51,12,2021,100,90.0,810.0
Filial B,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,19,7,2021-12-24,51,12,2021,41,41.0,287.0
Filial C,Manaus,M,Móveis,Pessoa Jurídica,Sem Promoção,4,12,2021-12-25,51,12,2021,149,149.0,1788.0
Filial E,Belém,M,Ar condicionado,Pessoa Física,Promoção C,35,9,2021-12-26,51,12,2021,142,99.39999999999999,894.5999999999999
Filial D,Porto Velho,F,Informática,Pessoa Jurídica,Promoção C,64,6,2021-12-27,52,12,2021,73,51.099999999999994,306.59999999999997
Filial C,Palmas,F,Ar condicionado,Pessoa Jurídica,Promoção C,49,2,2021-12-28,52,12,2021,95,66.5,133.0
Filial A,Rio Branco,M,Informática,Pessoa Jurídica,Sem Promoção,17,9,2021-12-29,52,12,2021,164,164.0,1476.0
Filial A,Manaus,M,Móveis,Pessoa Física,Promoção C,44,17,2021-12-30,52,12,2021,54,37.8,642.5999999999999
Filial D,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Promoção A,92,1,2021-12-31,52,12,2021,44,39.6,39.6
Filial C,Palmas,F,Ar condicionado,Pessoa Física,Promoção B,30,19,2022-01-01,52,1,2022,35,28.0,532.0
Filial A,Palmas,M,Informática,Pessoa Jurídica,Promoção C,93,6,2022-01-02,52,1,2022,32,22.4,134.39999999999998
Filial A,Boa Vista,F,Informática,Pessoa Jurídica,Promoção C,46,5,2022-01-03,1,1,2022,150,105.0,525.0
Filial C,Macapá,M,Ar condicionado,Pessoa Física,Promoção C,6,2,2022-01-04,1,1,2022,140,98.0,196.0
Filial B,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,99,9,2022-01-05,1,1,2022,38,26.599999999999998,239.39999999999998
Filial C,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção A,37,14,2022-01-06,1,1,2022,73,65.7,919.8000000000001
Filial B,Palmas,M,Móveis,Pessoa Jurídica,Sem Promoção,24,4,2022-01-07,1,1,2022,165,165.0,660.0
Filial D,Boa Vista,M,Informática,Pessoa Jurídica,Promoção A,93,4,2022-01-08,1,1,2022,173,155.70000000000002,622.8000000000001
Filial E,Manaus,F,Móveis,Pessoa Física,Promoção A,46,15,2022-01-09,1,1,2022,122,109.8,1647.0
Filial D,Manaus,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,53,8,2022-01-10,2,1,2022,143,114.4,915.2
Filial E,Belém,F,Ar condicionado,Pessoa Física,Promoção C,95,4,2022-01-11,2,1,2022,148,103.6,414.4
Filial A,Macapá,F,Eletro-eletrônicos,Pessoa Física,Promoção A,99,16,2022-01-12,2,1,2022,175,157.5,2520.0
Filial A,Boa Vista,F,Ar condicionado,Pessoa Física,Promoção A,60,4,2022-01-13,2,1,2022,127,114.3,457.2
Filial A,Manaus,M,Informática,Pessoa Jurídica,Promoção B,97,16,2022-01-14,2,1,2022,171,136.8,2188.8
Filial B,Manaus,F,Ar condicionado,Pessoa Jurídica,Promoção C,63,12,2022-01-15,2,1,2022,76,53.199999999999996,638.4
Filial E,Rio Branco,M,Eletro-eletrônicos,Pessoa Física,Promoção C,85,16,2022-01-16,2,1,2022,117,81.89999999999999,1310.3999999999999
Filial A,Porto Velho,M,Móveis,Pessoa Jurídica,Promoção C,32,19,2022-01-17,3,1,2022,183,128.1,2433.9
Filial C,Belém,F,Informática,Pessoa Jurídica,Promoção C,87,8,2022-01-18,3,1,2022,95,66.5,532.0
Filial E,Rio Branco,M,Ar condicionado,Pessoa Física,Sem Promoção,33,6,2022-01-19,3,1,2022,38,38.0,228.0
Filial E,Macapá,F,Móveis,Pessoa Física,Promoção C,67,10,2022-01-20,3,1,2022,69,48.3,483.0
Filial B,Boa Vista,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,18,5,2022-01-21,3,1,2022,63,63.0,315.0
Filial D,Porto Velho,M,Móveis,Pessoa Jurídica,Promoção C,25,18,2022-01-22,3,1,2022,102,71.39999999999999,1285.1999999999998
Filial B,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção C,95,10,2022-01-23,3,1,2022,78,54.599999999999994,546.0
Filial A,Macapá,M,Ar condicionado,Pessoa Física,Sem Promoção,54,10,2022-01-24,4,1,2022,126,126.0,1260.0
Filial C,Boa Vista,M,Informática,Pessoa Física,Promoção B,58,7,2022-01-25,4,1,2022,18,14.4,100.8
Filial C,Manaus,M,Móveis,Pessoa Jurídica,Promoção B,67,18,2022-01-26,4,1,2022,135,108.0,1944.0
Filial A,Manaus,M,Móveis,Pessoa Jurídica,Promoção C,46,1,2022-01-27,4,1,2022,86,60.199999999999996,60.199999999999996
Filial C,Boa Vista,M,Ar condicionado,Pessoa Física,Promoção A,24,7,2022-01-28,4,1,2022,19,17.1,119.70000000000002
Filial B,Macapá,F,Informática,Pessoa Jurídica,Promoção B,32,1,2022-01-29,4,1,2022,111,88.80000000000001,88.80000000000001
Filial B,Macapá,M,Móveis,Pessoa Jurídica,Promoção C,47,15,2022-01-30,4,1,2022,67,46.9,703.5
Filial A,Belém,M,Ar condicionado,Pessoa Física,Promoção B,86,4,2022-01-31,5,1,2022,122,97.60000000000001,390.40000000000003
Filial C,Porto Velho,F,Informática,Pessoa Física,Promoção A,23,10,2022-02-01,5,2,2022,189,170.1,1701.0
Filial E,Rio Branco,F,Móveis,Pessoa Física,Promoção A,66,9,2022-02-02,5,2,2022,171,153.9,1385.1000000000001
Filial D,Boa Vista,M,Informática,Pessoa Física,Promoção B,27,2,2022-02-03,5,2,2022,115,92.0,184.0
Filial E,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Promoção A,2,14,2022-02-04,5,2,2022,44,39.6,554.4
Filial B,Porto Velho,M,Móveis,Pessoa Jurídica,Sem Promoção,90,16,2022-02-05,5,2,2022,112,112.0,1792.0
Filial B,Macapá,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,17,1,2022-02-06,5,2,2022,112,112.0,112.0
